code,name,id
T47.2,Poisoning: Stimulant laxatives,B5SBXAHDJ1O
T47.3,Poisoning: Saline and osmotic laxatives,blpK7hQP8we
T47.4,Poisoning: Other laxatives,AmTpQBGsxVH
T47.5,Poisoning: Digestants,vKu1mheHvhI
T47.6,Poisoning: Antidiarrhoeal drugs,AqeQN4azCrC
T47.7,Poisoning: Emetics,a1yoZ5w8quq
T47.8,Poisoning: Other agents primarily affecting the gastrointestinal system,lkMSWD51gLK
T47.9,"Poisoning: Agent primarily affecting the gastrointestinal system, unspecified",VLBdNk2kz2n
T48,Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system,vmiI86Sat2I
T48.0,Poisoning: Oxytocic drugs,xVwWv655LMz
T48.1,Poisoning: Skeletal muscle relaxants [neuromuscular blocking agents],oQHpNa0x8nx
T48.2,Poisoning: Other and unspecified agents primarily acting on muscles,VSTB0sQGl84
T48.3,Poisoning: Antitussives,eGxF6kgGG08
T48.4,Poisoning: Expectorants,giCkhnHgCOX
T48.5,Poisoning: Anti-common-cold drugs,FlFbMEPL9XA
T48.6,"Poisoning: Antiasthmatics, not elsewhere classified",QUdD1Ia6t8c
T48.7,Poisoning: Other and unspecified agents primarily acting on the respiratory system,UzoSvtS0kTn
T49,"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs",ERQT55d7wnj
T49.0,"Poisoning: Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified",nFN8wMIfIls
T49.1,Poisoning: Antipruritics,EcvHTSh9dMZ
T49.2,Poisoning: Local astringents and local detergents,CDDD4nWTiOY
T49.3,"Poisoning: Emollients, demulcents and protectants",qBvHo0L3lwY
T49.4,"Poisoning: Keratolytics, keratoplastics and other hair treatment drugs and preparations",tyFakbcgtu6
T49.5,Poisoning: Ophthalmological drugs and preparations,hGXMSL97qaD
T49.6,Poisoning: Otorhinolaryngological drugs and preparations,IQ28ZHQoyuL
T49.7,"Poisoning: Dental drugs, topically applied",WndcE3c8n5l
T49.8,Poisoning: Other topical agents,g6L0ChJv3An
T49.9,"Poisoning: Topical agent, unspecified",KlXGAeS2tTo
T50,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances",YxLk3BT4bsf
T50.0,Poisoning: Mineralocorticoids and their antagonists,WP2QSHhPu0i
T50.1,Poisoning: Loop [high-ceiling] diuretics,UxbYWlqAUCY
T50.2,"Poisoning: Carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics",awJ4YpB0MQY
T50.3,"Poisoning: Electrolytic, caloric and water-balance agents",lcsIVLCBdOM
T50.4,Poisoning: Drugs affecting uric acid metabolism,ZcaWOmwo7NH
T50.5,Poisoning: Appetite depressants,oSBru3n5RhE
T50.6,"Poisoning: Antidotes and chelating agents, not elsewhere classified",uwZuMwOPBlW
T50.7,Poisoning: Analeptics and opioid receptor antagonists,SyGI3Ccg2LK
T50.8,Poisoning: Diagnostic agents,yCcwhb2Hjb4
T50.9,"Poisoning: Other and unspecified drugs, medicaments and biological substances",JaVgkw1aJHK
T51,Toxic effect of alcohol,f2vveCSYh6d
T51.0,Toxic effect: Ethanol,U35BFzHfVIF
T51.1,Toxic effect: Methanol,LvmqOXZb15g
T51.2,Toxic effect: 2-Propanol,hM6vB3KFnbh
T51.3,Toxic effect: Fusel oil,NtmOJP0lCf2
T51.8,Toxic effect: Other alcohols,mot6kM3TA33
T51.9,"Toxic effect: Alcohol, unspecified",yKPAX8py8rh
T52,Toxic effect of organic solvents,k6Y3kNjvtps
T52.0,Toxic effect: Petroleum products,qQsJHTYB4rS
T52.1,Toxic effect: Benzene,tSx6YDoteN9
T52.2,Toxic effect: Homologues of benzene,TB7fLzILIQh
T52.3,Toxic effect: Glycols,yzJpEt0B1tF
T52.4,Toxic effect: Ketones,jHtpalIasUx
T52.8,Toxic effect: Other organic solvents,iyK073KzExv
T52.9,"Toxic effect: Organic solvent, unspecified",KvLNyo37cG0
T53,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,TbAtzqJstFG
T53.0,Toxic effect: Carbon tetrachloride,qtNDulHSb0W
T53.1,Toxic effect: Chloroform,MXJAWTthlrz
T53.2,Toxic effect: Trichloroethylene,F6XeRmJg2nE
T53.3,Toxic effect: Tetrachloroethylene,ZpH9pCvyAaZ
T53.4,Toxic effect: Dichloromethane,y6bb3GIGjYh
T53.5,Toxic effect: Chlorofluorocarbons,FphFS1bV4fu
T53.6,Toxic effect: Other halogen derivatives of aliphatic hydrocarbons,KTb4ri8rcEB
T53.7,Toxic effect: Other halogen derivatives of aromatic hydrocarbons,JGSCdBfNQ3P
T53.9,"Toxic effect: Halogen derivative of aliphatic and aromatic hydrocarbons, unspecified",U2legRmh95B
T54,Toxic effect of corrosive substances,mJ8AOjRqSUg
T54.0,Toxic effect: Phenol and phenol homologues,JHznPg1oFSL
T54.1,Toxic effect: Other corrosive organic compounds,f4HHzIHZkV1
T54.2,Toxic effect: Corrosive acids and acid-like substances,VoDcAOAMFLW
T54.3,Toxic effect: Corrosive alkalis and alkali-like substances,PFYSwEnUmJT
T54.9,"Toxic effect: Corrosive substance, unspecified",PMckXY3fYR6
T55,Toxic effect of soaps and detergents,U4IQ2WvwC2S
T56,Toxic effect of metals,UbG9EWforXt
T56.0,Toxic effect: Lead and its compounds,KX7xPnPiMB5
T56.1,Toxic effect: Mercury and its compounds,VSxj6YkT13c
T56.2,Toxic effect: Chromium and its compounds,cugxtlyPvu8
T56.3,Toxic effect: Cadmium and its compounds,aOvcIHatAZe
T56.4,Toxic effect: Copper and its compounds,S22D5v8Gakf
T56.5,Toxic effect: Zinc and its compounds,JEeMe2JmGLv
T56.6,Toxic effect: Tin and its compounds,oZ9f3J4B2X1
T56.7,Toxic effect: Beryllium and its compounds,eJzGS2a90dl
T56.8,Toxic effect: Other metals,BaGxgtIUy0B
T56.9,"Toxic effect: Metal, unspecified",oJrRKdPF0oa
T57,Toxic effect of other inorganic substances,gl0Od7OdQqx
T57.0,Toxic effect: Arsenic and its compounds,e2RPYTDpU4m
T57.1,Toxic effect: Phosphorus and its compounds,mc3VbANoVEA
T57.2,Toxic effect: Manganese and its compounds,P6FGchQVpJ2
T57.3,Toxic effect: Hydrogen cyanide,bFxJ73Oqfp9
T57.8,Toxic effect: Other specified inorganic substances,YIxllODQ9tC
T57.9,"Toxic effect: Inorganic substance, unspecified",Lqra5YPalAn
T58,Toxic effect of carbon monoxide,eeFZTuqZ38d
T59,"Toxic effect of other gases, fumes and vapours",pW3sejLpHNr
T59.0,Toxic effect: Nitrogen oxides,ENsoIdMmbHE
T59.1,Toxic effect: Sulfur dioxide,rH2gbTvX3bW
T59.2,Toxic effect: Formaldehyde,UZZSU9ARFFF
T59.3,Toxic effect: Lacrimogenic gas,S9W6tjBTgva
T59.4,Toxic effect: Chlorine gas,N7YfRvKd261
T59.5,Toxic effect: Fluorine gas and hydrogen fluoride,dvqLn7eKFm4
T59.6,Toxic effect: Hydrogen sulfide,cXAnRleDLUB
T59.7,Toxic effect: Carbon dioxide,GKhuKcu11dv
T59.8,"Toxic effect: Other specified gases, fumes and vapours",VZHg9mRTXZ9
T59.9,"Toxic effect: Gases, fumes and vapours, unspecified",pMBf37vJbvh
T60,Toxic effect of pesticides,LBANP4rmvcP
T60.0,Toxic effect: Organophosphate and carbamate insecticides,THzIE555kEk
T60.1,Toxic effect: Halogenated insecticides,BDDPiziWrMs
T60.2,Toxic effect: Other insecticides,FckYb5DEqrt
T60.3,Toxic effect: Herbicides and fungicides,jQ1PqLDKCgW
T60.4,Toxic effect: Rodenticides,UlbPuMH7rET
T60.8,Toxic effect: Other pesticides,RlRm1l8c1CK
T60.9,"Toxic effect: Pesticide, unspecified",sJ5Wr8PzE0T
T61,Toxic effect of noxious substances eaten as seafood,s9XOt3h4uKe
T61.0,Toxic effect: Ciguatera fish poisoning,ogvNZRe4YRp
T61.1,Toxic effect: Scombroid fish poisoning,fuKWeboelAZ
T61.2,Toxic effect: Other fish and shellfish poisoning,TIedP4gHENl
T61.8,Toxic effect: Toxic effect of other seafoods,TeR082M5GS4
T61.9,Toxic effect: Toxic effect of unspecified seafood,WUo7CS6JX7S
T62,Toxic effect of other noxious substances eaten as food,sxUJUfhZNaA
T62.0,Toxic effect: Ingested mushrooms,HJAT6tACFs1
T62.1,Toxic effect: Ingested berries,xZ2awxzoi1U
T62.2,Toxic effect: Other ingested (parts of) plant(s),cg5QiufjeRp
T62.8,Toxic effect: Other specified noxious substances eaten as food,rMJtES26meU
T62.9,"Toxic effect: Noxious substance eaten as food, unspecified",qdDNXLvAlR9
T63,Toxic effect of contact with venomous animals,yrynXHVIZUr
T63.0,Toxic effect: Snake venom,VmWnCZAlCFv
T63.1,Toxic effect: Venom of other reptiles,vQ1TvAwAzzn
T63.2,Toxic effect: Venom of scorpion,I7RyKrm4X6W
T63.3,Toxic effect: Venom of spider,ofput13iI7N
T63.4,Toxic effect: Venom of other arthropods,U5fEdlbRzsI
T63.5,Toxic effect: Toxic effect of contact with fish,cYRJtUEPEEp
T63.6,Toxic effect: Toxic effect of contact with other marine animals,ArBAQ4xBGYg
T63.8,Toxic effect: Toxic effect of contact with other venomous animals,m9Xmzgej7gF
T63.9,Toxic effect: Toxic effect of contact with unspecified venomous animal,Sq4KToLu5fq
T64,Toxic effect of aflatoxin and other mycotoxin food contaminants,rIhEDoGaOWn
T65,Toxic effect of other and unspecified substances,k101aGM3uD2
T65.0,Toxic effect: Cyanides,r90HIv0XqCh
T65.1,Toxic effect: Strychnine and its salts,zGkxJCHGaZz
T65.2,Toxic effect: Tobacco and nicotine,JQHrWhUDvuf
T65.3,Toxic effect: Nitroderivatives and aminoderivatives of benzene and its homologues,XpbVJ8kEOn1
T65.4,Toxic effect: Carbon disulfide,MfNf600V4HJ
T65.5,Toxic effect: Nitroglycerin and other nitric acids and esters,janSQEHnqQW
T65.6,"Toxic effect: Paints and dyes, not elsewhere classified",fuMbn2OYKAZ
T65.8,Toxic effect: Toxic effect of other specified substances,UZszSQRrDne
T65.9,Toxic effect: Toxic effect of unspecified substance,nKMDsqCTFRk
T66,Unspecified effects of radiation,YXlwMsPTMl7
T67,Effects of heat and light,pzXP5wiaNJd
T67.0,Heatstroke and sunstroke,MJrnFjzRr3x
T67.1,Heat syncope,RbAnxFLyYjZ
T67.2,Heat cramp,qNwRJm7Hegq
T67.3,"Heat exhaustion, anhydrotic",bLYrrvReChw
T67.4,Heat exhaustion due to salt depletion,IlbQALacSqz
T67.5,"Heat exhaustion, unspecified",CB6eoGSb8dm
T67.6,"Heat fatigue, transient",KI8gG4BE1s6
T67.7,Heat oedema,VGu5tpGLEXZ
T67.8,Other effects of heat and light,ADxVkigpYyw
T67.9,"Effect of heat and light, unspecified",TFMT6erziX5
T68,Hypothermia,cvDWaGRReKt
T69,Other effects of reduced temperature,PjYaqHS3rEF
T69.0,Immersion hand and foot,LVF1AHArsuV
T69.1,Chilblains,uoKe0tTx1sh
T69.8,Other specified effects of reduced temperature,IhWFfQNQpoM
T69.9,"Effect of reduced temperature, unspecified",xzmysqfzv3O
T70,Effects of air pressure and water pressure,GiIVwLJFC7K
T70.0,Otitic barotrauma,NST0t56abVL
T70.1,Sinus barotrauma,edOsEFtta4Y
T70.2,Other and unspecified effects of high altitude,jP2QFzhnRNB
T70.3,Caisson disease [decompression sickness],oa93N1426Kk
T70.4,Effects of high-pressure fluids,BPefRxo5Kvz
T70.8,Other effects of air pressure and water pressure,Fsmh3wuiWTL
T70.9,"Effect of air pressure and water pressure, unspecified",Wbb05T4j0zD
T71,Asphyxiation,tKZpyu4wmpz
T73,Effects of other deprivation,nbQ5nfNtEqC
T73.0,Effects of hunger,oMmBQ5NStD2
T73.1,Effects of thirst,fuFp3v7Ad2w
T73.2,Exhaustion due to exposure,PFiojkPU1LN
T73.3,Exhaustion due to excessive exertion,dMnwD1L9KqF
T73.8,Other effects of deprivation,jDFPjKn9gBN
T73.9,"Effect of deprivation, unspecified",sz2qQoTI4zX
T74,Maltreatment syndromes,BqxMwee2d02
T74.0,Neglect or abandonment,ADV5Hw1DMPh
T74.1,Physical abuse,T2RVYaSI0Ns
T74.2,Sexual abuse,HFqJnfAPVxK
T74.3,Psychological abuse,m8sGu6iljFw
T74.8,Other maltreatment syndromes,vuGjH9aqqQW
T74.9,"Maltreatment syndrome, unspecified",YC0cotDRfNP
T75,Effects of other external causes,EfnfgpzO7xS
T75.0,Effects of lightning,iZhipMbYFS2
T75.1,Drowning and nonfatal submersion,orE9cHPs6Z6
T75.2,Effects of vibration,SACQMSFOZrQ
T75.3,Motion sickness,JM0DcrXSuCi
T75.4,Effects of electric current,gggQrWNvJSl
T75.8,Other specified effects of external causes,Q8tZdof6lj9
T78,"Adverse effects, not elsewhere classified",uQDgv5uXZUb
T78.0,Anaphylactic shock due to adverse food reaction,ONAr8lPevWO
T78.1,"Other adverse food reactions, not elsewhere classified",h3AYrdbCBst
T78.2,"Anaphylactic shock, unspecified",Ib7csxnJdXv
T78.3,Angioneurotic oedema,AH7OMPIyOTI
T78.4,"Allergy, unspecified",Jeo8mX73lW3
T78.8,"Other adverse effects, not elsewhere classified",Yt1CLpP93u4
T78.9,"Adverse effect, unspecified",sz2YGmtMuxK
T79,"Certain early complications of trauma, not elsewhere classified",RbruBYBWRrg
T79.0,Air embolism (traumatic),eNaeZ5edgqW
T79.1,Fat embolism (traumatic),pdKkYtl3Ws5
T79.2,Traumatic secondary and recurrent haemorrhage,ENHEnzVda5f
T79.3,"Post-traumatic wound infection, not elsewhere classified",jEd2Yn628zV
T79.4,Traumatic shock,vs72qZChN1m
T79.5,Traumatic anuria,XE8WjNsMX8D
T79.6,Traumatic ischaemia of muscle,DVZHYdZ82id
T79.7,Traumatic subcutaneous emphysema,ShvJEaZGzGy
T79.8,Other early complications of trauma,V1HowvLJNoM
T79.9,Unspecified early complication of trauma,qRKmpE9sUMS
T80,"Complications following infusion, transfusion and therapeutic injection",kWiC6GEPHD3
T80.0,"Air embolism following infusion, transfusion and therapeutic injection",OIluqeeItpM
T80.1,"Vascular complications following infusion, transfusion and therapeutic injection",c4GCTGaMP4Z
T80.2,"Infections following infusion, transfusion and therapeutic injection",Cr4jtOhZT9b
T80.3,ABO incompatibility reaction,hoFCxgjBePK
T80.4,Rh incompatibility reaction,GksvkpFU7RS
T80.5,Anaphylactic shock due to serum,AerbF6HwDtz
T80.6,Other serum reactions,gW6B9QWlNiS
T80.8,"Other complications following infusion, transfusion and therapeutic injection",wu7tFMmJOeT
T80.9,"Unspecified complication following infusion, transfusion and therapeutic injection",kQSa6ZJgxTg
T81,"Complications of procedures, not elsewhere classified",o6NtWF0p9GA
T81.0,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",JvedgzV6BrK
T81.1,"Shock during or resulting from a procedure, not elsewhere classified",HAs1TyQFCBH
T81.2,"Accidental puncture and laceration during a procedure, not elsewhere classified",hTLaEXk3neO
T81.3,"Disruption of operation wound, not elsewhere classified",s1TPD5XAzxl
T81.4,"Infection following a procedure, not elsewhere classified",SjWiuABlYOT
T81.5,Foreign body accidentally left in body cavity or operation wound following a procedure,WXrrhF8gM0u
T81.6,Acute reaction to foreign substance accidentally left during a procedure,wnvVpWMiziz
T81.7,"Vascular complications following a procedure, not elsewhere classified",dUZlz83o9d8
T81.8,"Other complications of procedures, not elsewhere classified",q2IyoXLxx0E
T81.9,Unspecified complication of procedure,iHawmqS6hA6
T82,"Complications of cardiac and vascular prosthetic devices, implants and grafts",gzEGSbqBpdr
T82.0,Mechanical complication of heart valve prosthesis,HJbowpkpVRj
T82.1,Mechanical complication of cardiac electronic device,sJ6p5Z6pxby
T82.2,Mechanical complication of coronary artery bypass and valve grafts,cB4XMqx3O6X
T82.3,Mechanical complication of other vascular grafts,nb477oV9qpg
T82.4,Mechanical complication of vascular dialysis catheter,G8b2eFFnfK0
T82.5,Mechanical complication of other cardiac and vascular devices and implants,cwsulRcj3uc
T82.6,Infection and inflammatory reaction due to cardiac valve prosthesis,caIQ0adtCq4
T82.7,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts",hUJClAof4V7
T82.8,"Other specified complications of cardiac and vascular prosthetic devices, implants and grafts",rCHt1A7UhEn
T82.9,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft",iAkE35gOqTN
T83,"Complications of genitourinary prosthetic devices, implants and grafts",tW9xR56nswk
T83.0,Mechanical complication of urinary (indwelling) catheter,FyO2ZShEoP1
T83.1,Mechanical complication of other urinary devices and implants,R0Qi7eMWv1h
T83.2,Mechanical complication of graft of urinary organ,uM1txNdDURm
T83.3,Mechanical complication of intrauterine contraceptive device,caPlQ9N4NsD
T83.4,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract",nOnuyv3EW8P
T83.5,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",OCkxfzrodv6
T83.6,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",j7UinirZwVV
T83.8,"Other complications of genitourinary prosthetic devices, implants and grafts",uIUA2cpjCBX
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft",qpXEKXZlqlX
T84,"Complications of internal orthopaedic prosthetic devices, implants and grafts",bW1GBhhK8Pg
T84.0,Mechanical complication of internal joint prosthesis,bYa9J66NiHD
T84.1,Mechanical complication of internal fixation device of bones of limb,wROodw1WWej
T84.2,Mechanical complication of internal fixation device of other bones,MVAYQeepqkm
T84.3,"Mechanical complication of other bone devices, implants and grafts",wtlzZKTdxXz
T84.4,"Mechanical complication of other internal orthopaedic devices, implants and grafts",ZyB8gD0W2zm
T84.5,Infection and inflammatory reaction due to internal joint prosthesis,HNLD8sadW9d
T84.6,Infection and inflammatory reaction due to internal fixation device [any site],u3un0X77kVr
T84.7,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",Vym4hhulFpt
T84.8,"Other complications of internal orthopaedic prosthetic devices, implants and grafts",PGtfKhrebtU
T84.9,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft",y5dPj0K3wzJ
T85,"Complications of other internal prosthetic devices, implants and grafts",DsyEzPkD6tA
T85.0,Mechanical complication of ventricular intracranial (communicating) shunt,YMfk4daBnAX
T85.1,Mechanical complication of implanted electronic stimulator of nervous system,NwTsRJxneqF
T85.2,Mechanical complication of intraocular lens,hL3ZuPmAKl8
T85.3,"Mechanical complication of other ocular prosthetic devices, implants and grafts",qLtYXqtTeBl
T85.4,Mechanical complication of breast prosthesis and implant,I59S75BS2Vy
T85.5,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",VmOH3e1AgaK
T85.6,"Mechanical complication of other specified internal prosthetic devices, implants and grafts",SKJROkJHBLA
T85.7,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",Bweh81IGil8
T85.8,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",NzPLTrkSuTv
T85.9,"Unspecified complication of internal prosthetic device, implant and graft",brwTt6Vf0GS
T86,Failure and rejection of transplanted organs and tissues,eNIR6qHkAWn
T86.0,Bone-marrow transplant rejection,eIhPlrPAbsG
T86.1,Kidney transplant failure and rejection,zCHkfzHZv88
T86.2,Heart transplant failure and rejection,g4rP1k4uTHK
T86.3,Heart-lung transplant failure and rejection,x8GwJRV0mZ2
T86.4,Liver transplant failure and rejection,bEzTpwWNXrp
T86.8,Failure and rejection of other transplanted organs and tissues,ZWYQLpMBaMb
T86.9,Failure and rejection of unspecified transplanted organ and tissue,SxBaXpjC3Oe
T87,Complications peculiar to reattachment and amputation,ulHneCbyATw
T87.0,Complications of reattached (part of) upper extremity,BE34AEiPOT4
T87.1,Complications of reattached (part of) lower extremity,EiSBww32FaD
T87.2,Complications of other reattached body part,LO2fKwJIbtf
T87.3,Neuroma of amputation stump,FNaSO7ymhF7
T87.4,Infection of amputation stump,FsGWGlvKYop
T87.5,Necrosis of amputation stump,Q2KnczvKtR3
T87.6,Other and unspecified complications of amputation stump,NAfqSCWNCFP
T88,"Other complications of surgical and medical care, not elsewhere classified",wSqqX1IwUEU
T88.0,Infection following immunization,Jt50gnCxnVg
T88.1,"Other complications following immunization, not elsewhere classified",nCs7mb5VRkR
T88.2,Shock due to anaesthesia,t0tHUGNsiCT
T88.3,Malignant hyperthermia due to anaesthesia,U09QW3hgcVB
T88.4,Failed or difficult intubation,thfJQTQsLKT
T88.5,Other complications of anaesthesia,KBwaD0XV7tY
T88.6,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,kQ0m7WU1WMn
T88.7,Unspecified adverse effect of drug or medicament,rHO4Osgg3v2
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",yqCGUsj9IPV
T88.9,"Complication of surgical and medical care, unspecified",uAq5hdj91ZF
T90,Sequelae of injuries of head,y2NVyHfj1aZ
T90.0,Sequelae of superficial injury of head,eRfB4jKp01Y
T90.1,Sequelae of open wound of head,KQkhXdaUYsx
T90.2,Sequelae of fracture of skull and facial bones,phpUh0CVJTd
T90.3,Sequelae of injury of cranial nerves,TOzl8DF4iSH
T90.4,Sequelae of injury of eye and orbit,GsYOQcJCF5J
T90.5,Sequelae of intracranial injury,yA3U1jaHX7L
T90.8,Sequelae of other specified injuries of head,JDYKVfBTmD5
T90.9,Sequelae of unspecified injury of head,c5yZfp8rtLz
T91,Sequelae of injuries of neck and trunk,rRRrEmDGHiS
T91.0,Sequelae of superficial injury and open wound of neck and trunk,gYTE3vgtip7
T91.1,Sequelae of fracture of spine,oc2MDmkA3ci
T91.2,Sequelae of other fracture of thorax and pelvis,MvgB0AUV4HF
T91.3,Sequelae of injury of spinal cord,T3Vnk7mmUFP
T91.4,Sequelae of injury of intrathoracic organs,irW8BSFvPsi
T91.5,Sequelae of injury of intra-abdominal and pelvic organs,rUil3cybIt5
T91.8,Sequelae of other specified injuries of neck and trunk,pMJ4wCiIbSK
T91.9,Sequelae of unspecified injury of neck and trunk,PpwwRSWMyIV
T92,Sequelae of injuries of upper limb,fLWM9ORYUe0
T92.0,Sequelae of open wound of upper limb,Wo7Ea3OaleN
T92.1,Sequelae of fracture of arm,jvrb5ee5UDg
T92.2,Sequelae of fracture at wrist and hand level,DTZtZ3BLhpi
T92.3,"Sequelae of dislocation, sprain and strain of upper limb",Jn86maGQwPt
T92.4,Sequelae of injury of nerve of upper limb,lwYUJwsusNf
T92.5,Sequelae of injury of muscle and tendon of upper limb,EPE5Y1na5xR
T92.6,Sequelae of crushing injury and traumatic amputation of upper limb,ZsEnuW4QxjQ
T92.8,Sequelae of other specified injuries of upper limb,A2V8EvQHzog
T92.9,Sequelae of unspecified injury of upper limb,P34RGjaIkxt
T93,Sequelae of injuries of lower limb,iyv06VTJvmS
T93.0,Sequelae of open wound of lower limb,qyeMkgTP2Uk
T93.1,Sequelae of fracture of femur,yxhR16KbfQB
T93.2,Sequelae of other fractures of lower limb,zLSAg6T4Yur
T93.3,"Sequelae of dislocation, sprain and strain of lower limb",iYSyHIm0iLB
T93.4,Sequelae of injury of nerve of lower limb,OR4UsEYlAgO
T93.5,Sequelae of injury of muscle and tendon of lower limb,Rhl2JocwJYy
T93.6,Sequelae of crushing injury and traumatic amputation of lower limb,sexpK86bDGo
T93.8,Sequelae of other specified injuries of lower limb,zzAim94QwB2
T93.9,Sequelae of unspecified injury of lower limb,bsfFtsNyAjl
T94,Sequelae of injuries involving multiple and unspecified body regions,poKiWkunMMQ
T94.0,Sequelae of injuries involving multiple body regions,xgwpVJwUYlq
T94.1,"Sequelae of injuries, not specified by body region",woyfUySfSqp
T95,"Sequelae of burns, corrosions and frostbite",MAACRRYTepQ
T95.0,"Sequelae of burn, corrosion and frostbite of head and neck",lgJK1eIS0Ke
T95.1,"Sequelae of burn, corrosion and frostbite of trunk",ultuiidylWc
T95.2,"Sequelae of burn, corrosion and frostbite of upper limb",K0Xg1e61xhS
T95.3,"Sequelae of burn, corrosion and frostbite of lower limb",hgSaIb6vfAQ
T95.4,Sequelae of burn and corrosion classifiable only according to extent of body surface involved,aHkL1nybIZM
T95.8,"Sequelae of other specified burn, corrosion and frostbite",PH4KUiQQtrv
T95.9,"Sequelae of unspecified burn, corrosion and frostbite",FFbKf3yXqeA
T96,"Sequelae of poisoning by drugs, medicaments and biological substances",F7TgFKRunov
T97,Sequelae of toxic effects of substances chiefly nonmedicinal as to source,O6fTsj188I1
T98,Sequelae of other and unspecified effects of external causes,ZpqRmjwHh7D
T98.0,Sequelae of effects of foreign body entering through natural orifice,drwRLokzKDm
T98.1,Sequelae of other and unspecified effects of external causes,sJlWaxJaSGU
T98.2,Sequelae of certain early complications of trauma,draSo1EInIc
T98.3,"Sequelae of complications of surgical and medical care, not elsewhere classified",zVFZMC8nnyI
V01,Pedestrian injured in collision with pedal cycle,O7VllQNRmSY
V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle,lCDfkd9hZCG
V03,"Pedestrian injured in collision with car, pick-up truck or van",La0TlllyWjY
V04,Pedestrian injured in collision with heavy transport vehicle or bus,ZPOqhwhVJC2
V05,Pedestrian injured in collision with railway train or railway vehicle,coerMWJiGr3
V06,Pedestrian injured in collision with other nonmotor vehicle,NhIRbWxib1s
V09,Pedestrian injured in other and unspecified transport accidents,QZMyuKQpfrk
V09.0,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles,kx9ojiy7hll
V09.1,Pedestrian injured in unspecified nontraffic accident,vSkhAieaki8
V09.2,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,xAVKMQUElno
V09.3,Pedestrian injured in unspecified traffic accident,JpeipbqWs4D
V09.9,Pedestrian injured in unspecified transport accident,KaHkdDwwxva
V10,Pedal cyclist injured in collision with pedestrian or animal,eQCUdcuQiY3
V11,Pedal cyclist injured in collision with other pedal cycle,yeFw54PUTtu
V12,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,zbPCISO8hT5
V13,"Pedal cyclist injured in collision with car, pick-up truck or van",DOBExxXSKLR
V14,Pedal cyclist injured in collision with heavy transport vehicle or bus,xC43oAiWb7W
V15,Pedal cyclist injured in collision with railway train or railway vehicle,uWZBC2e6OB3
V16,Pedal cyclist injured in collision with other nonmotor vehicle,SJgB0EWVYM5
V17,Pedal cyclist injured in collision with fixed or stationary object,cvxAPWRuyU6
V18,Pedal cyclist injured in noncollision transport accident,AnelepqdCHc
V19,Pedal cyclist injured in other and unspecified transport accidents,LqXyASt1Vll
V19.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,et1asak5E9x
V19.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,obkv22wBA2M
V19.2,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident,Am9RAFaruBR
V19.3,Pedal cyclist [any] injured in unspecified nontraffic accident,s6Sm5VcBReI
V19.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,oYC89iSpwnG
V19.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,vIKrsoCmcHk
V19.6,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident,BbspyGEs9cp
V19.8,Pedal cyclist [any] injured in other specified transport accidents,eYyDtRveowK
V19.9,Pedal cyclist [any] injured in unspecified traffic accident,TUbXg14xE1W
V20,Motorcycle rider injured in collision with pedestrian or animal,TbgEbuddYUF
V21,Motorcycle rider injured in collision with pedal cycle,RYH4hYn1jas
V22,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle,HXHpP30ijPT
V23,"Motorcycle rider injured in collision with car, pick-up truck or van",xvOLEI5qLAU
V24,Motorcycle rider injured in collision with heavy transport vehicle or bus,BKL6NCWTDtF
V25,Motorcycle rider injured in collision with railway train or railway vehicle,j7PMcvsv2VB
V26,Motorcycle rider injured in collision with other nonmotor vehicle,tcalDlxKgwV
